"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"0023574";31;310620;"CENTRO DE SAUDE SERRA VERDE";"PRACA FABRICIO SOARES DA SILVA";"SERRA VERDE";-19,817;-43,956
"0011975";32;320530;"UNIDADE DE SAUDE DO QUADRO";"RUA LUCIDATO VIEIRA FALCAO";"MORRO DO QUADRO";-20,31631;-40,34915
"0012033";32;320530;"UNIDADE BASICA DE SAUDE JARDIM CAMBURI RAUL OLIVEIRA NEVES";"RUA BELMIRO TEIXEIRA PIMENTA";"JARDIM CAMBURI";-20,25533;-40,26951
"0012068";32;320530;"UNIDADE BASICA DE SAUDE ALAGOANO ARIOVALDO FAVALESSA";"SERVIDAO ERNESTO CALIARI";"CARATOIRA";-20,31521;-40,35291
"0182095";21;210070;"CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19";"RUA NINA RODRIGUES";"CENTRO";-3,26509;-44,61902
"0012114";32;320530;"UNIDADE BASICA DE SAUDE BAIRRO DA PENHA GILSON SANTOS";"RUA PADRE LUIS KOESTER";"BAIRRO DA PENHA";-20,29792;-40,31161
"0012122";32;320530;"UNIDADE BASICA DE SAUDE BAIRRO REPUBLICA";"R ROSENDO SERAPIAO SOUZA FILHO";"REPUBLICA";-20,27258;-40,29207
"0012149";32;320530;"UNIDADE BASICA DE SAUDE SANTO ANDRE";"RUA DA CORAGEM";"SANTO ANDRE";-20,27795;-40,33236
"0012157";32;320530;"UNIDADE BASICA DE SAUDE ILHA DE SANTA MARIA";"RUA JOAO BASTOS VIEIRA";"ILHA DE SANTA MARIA";-20,31273;-40,31907
"0012165";32;320530;"UNIDADE BASICA DE SAUDE CONSOLACAO MARIA RANGEL PASSOS";"RUA DESEMBARGADOR OTAVIO DE CARVALHO LENGRUBER";"CONSOLACAO";-20,30324;-40,30429
"0012173";32;320530;"UNIDADE BASICA DE SAUDE DE FONTE GRANDE DR AFFONSO SCHWAB";"GRACIANO NEVES";"CENTRO";-20,31669;-40,33691
"0012262";32;320530;"UNIDADE BASICA DE SAUDE VITORIA";"RUA CAIS DE SAO FRANCISCO";"CENTRO";-20,32011;-40,34049
"0012785";33;330330;"UBS ENGENHOCA";"RUA VEREADOR JOSE VICENTE SOBRINHO";"ENGENHOCA";-22,87113;-43,09853
"0012807";33;330330;"UBS SANTA BARBARA";"RUA JANDIRA PEREIRA";"SANTA BARBARA";-22,87664;-43,04908
"0012696";33;330330;"MMF DR TOBIAS TOSTES MACHADO";"ESTRADA VELHA DE MARICA";"RIO DO OURO";-22,90335;-42,98565
"0012874";33;330330;"UBS MORRO DO ESTADO";"ARAUJO PIMENTA";"MORRO DO ESTADO";-22,89972;-43,1215
"0013048";33;330330;"UNIDADE BASICA DE SAUDE DO CENTRO";"RUA VISCONDE URUGUAI";"CENTRO";-22,89205;-43,12443
"0013145";41;410040;"U S CACHOEIRA";"ANTONIO RODRIGUES DIAS";"CACHOEIRA";-25,325;-49,31
"0013641";41;410400;"UNIDADE DE SAUDE DACYR SIQUEIRA TREVISAN";"DR JOAO CANDIDO";"JARDIM DA CAMPINA";-25,306;-49,055
"0013684";41;410400;"UNIDADE DE SAUDE JOAO HAMILTON BELO";"JULIO GUIDOLIM";"JARDIM SANTA ROSA";-25,306;-49,055
"0013692";41;410400;"UNIDADE DE SAUDE CONCEICAO MARIA DE ANDRADE";"JOSE ROMAGNANI";"JARDIM PAULISTA";-25,29592;-49,62696
"0002445";28;280030;"US HUMBERTO MOURAO GUIMARAES SAO CONRADO";"RUA A";"SAO CONRADO";-10,92504;-37,11464
"0013161";41;410040;"U S JARDIM ROMA";"RUA ARAUCARIA";"JARDIM ROMA";-25,325;-49,31
"0013188";41;410040;"U S TAMBOARA";"PONTAL DO SUL";"VILA TAMBOARA";-25,325;-49,31
"0013714";41;410400;"UNIDADE DE SAUDE JACIRA PAULINA BALBINO FERREIRA";"BR 116 KM 50";"PAIOL DE BAIXO";-25,09181;-48,6481
"0013706";31;311510;"CENTRO ODONTOLOGICO DR SEPTIMIO SALERNO";"RUA IRMA PAULINA";"CENTRO";-20,58288;-46,91843
"0013897";41;410420;"UNIDADE DE SAUDE DA FAMILIA JARDIM GUARANY";"RUA IPE";"JARDIM GUARANY";-25,43062;-49,40503
"0014044";41;410425;"US TADEU LUIZ MANFRON";"RUA SILVESTRE JAREK";"CENTRO";-25,369;-49,451
"0014079";41;410425;"PS CONCEICAO";"ESTRADA PRINCIPAL DA CONCEICAO";"CONCEICAO";-25,369;-49,451
"0014087";41;410425;"PS RETIRO";"ESTRADA PRINCIPAL DO RETIRO";"RETIRO";-25,369;-49,451
"7554982";15;150746;"UBS DE GUARAJUBA";"RUA PRINCIPAL";"GUARAJUBA";-0,84969;-47,92322
"7815468";15;150746;"USF DE SAO JOAO DA PONTA";"PA 375";"CENTRO";-0,84969;-47,92322
"0013781";41;410410;"WALDOMIRO MACHADO DE SOUZA";"RUA MARIA CLARA BRANDAO TESSEROLLI";"CENTRO";-25,58352;-49,40586
"0013994";41;410420;"UNIDADE DE SAUDE DA FAMILIA AGUAS CLARAS";"RUA ALCEBIADES AFFONSO GUIMARAES";"AGUAS CLARAS";-25,459;-49,528
"0014028";41;410420;"UNIDADE DE SAUDE DA FAMILIA JARDIM RONDINHA";"ESTRADA DA SEREIA";"RONDINHA";-25,44719;-49,47986
"0014265";41;410430;"UNIDADE DE SAUDE CENTRO SOCIAL URBANO";"JUREMA POMPEO MIGUEL";"COUNTRY CLUB";-24,05107;-52,37054
"0014338";41;410430;"UNIDADE DE SAUDE DR DELBOS ZOLA LEODORO DA SILVA";"RUA NOSSA SENHORA APARECIDA";"VILA CANDIDA";-24,04447;-52,40328
"0014346";41;410430;"UNIDADE DE SAUDE URUPES";"RUA SAO JOSE";"CENTRO";-24,03242;-52,37894
"0014273";41;410430;"UNIDADE DE SAUDE DR GERMANO TRAPLE COHAPAR";"RUA PICA PAU";"COHAPAR";-24,05628;-52,41845
"0014850";41;410580;"CENTRO DE SAUDE SEDE COLOMBO";"RUA JOSE LEAL FONTOURA";"CENTRO";-25,29069;-49,22653
"2425610";23;230710;"CENTRO DE SAUDE WILSON RORIZ";"AV WILSON RORIZ";"CENTRO";;
"0014931";41;410580;"CENTRO DE SAUDE OSASCO";"RUA PREFEITO PIO ALBERTI";"OSASCO";-25,292;-49,224
"0015202";41;410620;"UBS CATANDUVAS";"RUA QUINZE DE NOVEMBRO";"CATANDUVAS DO SUL";-25,71022;-49,47075
"0014761";41;410430;"UNIDADE DE SAUDE GUARUJA";"RUA 2";"VILA GUARUJA";-24,07683;-52,38037
"0015164";41;410620;"UBS DEPARTAMENTO";"RUA DESEMBARGADOR LAURO LOPES";"CENTRO";-25,67916;-49,53987
"0016624";41;410690;"UMS AURORA";"RUA TEOFILO MANSUR";"NOVO MUNDO";-25,49123;-49,3086
"0016632";41;410690;"UMS BARIGUI PSF";"RUA ARTHUR MARTINS FRANCO";"CIC";-25,49597;-49,33531
"0016667";41;410690;"UMS FANNY LINDOIA";"RUA CONDE DOS ARCOS";"LINDOIA";-25,47872;-49,27492
"0016675";41;410690;"UMS PAROLIN PSF";"RUA SERGIPE";"PAROLIN";-25,47164;-49,27384
"0016683";41;410690;"UMS SABARA PSF";"RUA PEDRO ANDRETTA";"CIC";-25,50113;-49,34925
"0016691";41;410690;"UMS SANTA AMELIA";"RUA BERTA KLEMTZ";"FAZENDINHA";-25,48476;-49,3276
"0016713";41;410690;"UMS SAO MIGUEL";"RUA DESEMBARGADOR CID CAMPELO";"CIC";-25,48023;-49,33679
"0016721";41;410690;"UMS TANCREDO NEVES";"RUA PRFA HILDA HANKE GONCALVES";"CIC";-25,47505;-49,34367
"0016748";41;410690;"UMS VILA CLARICE";"RUA ELOY DE ASSIS FABRIS";"NOVO MUNDO";-25,49003;-49,28313
"0016756";41;410690;"UMS VILA FELIZ";"RUA PEDRO GUSSO";"NOVO MUNDO";-25,49738;-49,30344
"0016764";41;410690;"UMS VILA GUAIRA";"RUA SAO PAULO";"VILA GUAIRA";-25,46675;-49,27746
"0016659";41;410690;"UMS ESTRELA";"RUA FRANCISCO NOWOTARSKI";"FAZENDINHA";-25,47773;-49,31792
"0016772";41;410690;"UMS VILA LEAO";"PRIMO LOURENCO TOSIN";"PORTAO";-25,48484;-49,30223
"0016780";41;410690;"UMS UNIAO DAS VILAS";"RUA INDEPENDENCIA";"SAO BRAZ";-25,42106;-49,36096
"0016799";41;410690;"UMS SANTOS ANDRADE";"RUA NELSON FERREIRA DA LUZ";"CAMPO COMPRIDO";-25,45772;-49,32732
"0016802";41;410690;"UMS BOM PASTOR";"RUA JOSE CASAGRANDE";"VISTA ALEGRE";-25,41371;-49,30163
"0016810";41;410690;"UMS JARDIM GABINETO PSF";"RUA ENG JOAO VISINONI";"CIC";-25,43919;-49,36236
"0016845";41;410690;"UMS SAO BRAZ";"RUA ANTONIO ESCORSIN";"SAO BRAZ";-25,4185;-49,34784
"0016853";41;410690;"UMS SAO JOSE PSF";"RUA PIRAI DO SUL";"AUGUSTA";-25,45582;-49,37851
"0016861";41;410690;"UMS NOVA ORLEANS";"AV VEREADOR TOALDO TULIO";"ORLEANS";-25,42868;-49,35315
"0016888";41;410690;"UMS CAMPINA DO SIQUEIRA";"MARIO TOURINHO";"CAMPINA DO SIQUEIRA";-25,43779;-49,30782
"0016896";41;410690;"UMS AUGUSTA PSF";"RUA ROBERT REDSINSKI";"CIC";-25,428;-49,273
"0016918";41;410690;"UMS ATENAS";"RUA EMILIA ERICHSEN";"CIC NORTE";-25,45389;-49,35512
"0016926";41;410690;"UMS SANTA FELICIDADE";"VIA VENETO";"SANTA FELICIDADE";-25,40208;-49,32847
"0016934";41;410690;"UMS BAIRRO NOVO PSF";"RUA PAULO RIO BRANCO DE MACEDO";"SITIO CERCADO";-25,54722;-49,26346
"0016942";41;410690;"UMS OSTERNACK PSF";"RUA MIGUEL ROSSETIM";"SITIO CERCADO";-25,55132;-49,24735
"0771120";26;260590;"CENTRO DE FISIOTERAPIA DA GAMELEIRA";"AVENIDA HERMINIO APOLONIO";"NOVA GAMELEIRA";-8,58368;-35,38793
"0016985";41;410690;"UMS DOM BOSCO PSF";"RUA ANGELO TOZIN";"CAMPO SANTANA";-25,58146;-49,33667
"0017000";41;410690;"UMS SALVADOR ALLENDE PSF";"RUA CELESTE TORTATO GABARDO";"SITIO CERCADO";-25,54341;-49,2772
"0017019";41;410690;"UMS PALMEIRAS PSF";"RUA JOAO BATISTA BURBELO";"TATUQUARA";-25,55413;-49,29423
"0017027";41;410690;"UMS PARIGOT DE SOUZA";"RUA JOAO ELOY DE SOUZA";"SITIO CERCADO";-25,52683;-49,26529
"0017035";41;410690;"UMS IRACEMA";"RUA NIVALDO BRAGA";"CAPAO DA IMBUIA";-25,43413;-49,21776
"0017043";41;410690;"UMS TRINDADE PSF";"RUA RORAIMA";"CAJURU";-25,45181;-49,20596
"0017051";41;410690;"UMS SOLITUDE PSF";"RUA ISAIAS FERREIRA DA SILVA";"CAJURU";-25,47717;-49,19611
"0017078";41;410690;"UMS SAO DOMINGOS PSF";"RUA LADISLAU MIKOSZ";"CAJURU";-25,46806;-49,19814
"0017086";41;410690;"UMS LOTIGUACU PSF";"RUA EUNICE BETTINI BARTOSZECK";"UBERABA";-25,48581;-49,20357
"0017094";41;410690;"UMS CAMARGO";"RUA PEDRO VIOLANI";"CAJURU";-25,46151;-49,21478
"0017108";41;410690;"UMS CAJURU";"RUA PEDRO BOCCHINO";"CAJURU";-25,45229;-49,2176
"0017116";41;410690;"UMS SAO PAULO";"AVN CANAL RIO BELEM";"UBERABA";-25,45768;-49,34264
"0017124";41;410690;"UMS ESMERALDA";"RUA CEL RIVADAVIA P DE MORAIS";"XAXIM";-25,50836;-49,26966
"0017140";41;410690;"UMS MORADIAS BELEM PSF";"RUA CEZINANDO DIAS PAREDES";"BOQUEIRAO";-25,50736;-49,22179
"0017167";41;410690;"UMS TAPAJOS";"RUA ANDRE FERREIRA DE CAMARGO";"XAXIM";-25,49141;-49,26056
"0017175";41;410690;"UMS SAO PEDRO";"RUA BERNARDO MANN S N";"XAXIM";-25,52111;-49,27003
"0017183";41;410690;"UMS XAXIM";"RUA BATISTA DA COSTA";"XAXIM";-25,51656;-49,27722
"0017191";41;410690;"UMS ERICO VERISSIMO PSF";"RUA EXP FRANCISCO PEREIRA DOS SANTOS";"ALTO BOQUEIRAO";-25,53205;-49,25084
"0017205";41;410690;"UMS WALDEMAR MONASTIER PSF";"RUA ROMEU BACH";"BOQUEIRAO";-25,49733;-49,22784
"0017213";41;410690;"UMS JARDIM PARANAENSE PSF";"RUA PEDRO NABOSNE";"ALTO BOQUEIRAO";-25,54069;-49,24041
"0017221";41;410690;"UMS VILA HAUER";"RUA WALDEMAR KOST";"HAUER";-25,48219;-49,24765
"0017248";41;410690;"UMS VISITACAO";"RUA BLEY ZORNING";"BOQUEIRAO";-25,51858;-49,24289
"0017256";41;410690;"UMS CONCORDIA PSF";"RUA DILERMANDO PEREIRA DE ALMEIDA";"PINHEIRINHO";-25,52839;-49,28759
"0017264";41;410690;"UMS NOSSA SENHORA DO SAGRADO CORACAO PSF";"RUA ANTONIO CLAUDINO";"PINHEIRINHO";-25,5294;-49,2952
"0017280";41;410690;"UMS MARIA ANGELICA PSF";"RUA JULIO TEODORICO GUIMARAES";"PINHEIRINHO";-25,52706;-49,27081
"0017299";41;410690;"UMS IPIRANGA";"RUA SANTA REGINA";"CAPAO RASO";-25,50211;-49,2897
"0017302";41;410690;"UMS OSWALDO CRUZ PSF";"RUA PEDRO GUSSO";"CIDADE INDUSTRIAL";-25,51156;-49,32841
"0017310";41;410690;"UMS POMPEIA PSF";"RUA JOAO BATISTA BETTEGA";"TATUQUARA";-25,56308;-49,31807
"0017329";41;410690;"UMS VILA MACHADO";"RUA LAUDELINO FERREIRA LOPES";"PINHEIRINHO";-25,51863;-49,30432
"0017337";41;410690;"UMS PARQUE INDUSTRIAL";"RUA LAUDELINO FERREIRA LOPES";"CAPAO RASO";-25,50789;-49,30444
"0017159";41;410690;"UMS IRMA TEREZA ARAUJO PSF";"RUA MAESTRO CARLOS FRANK";"BOQUEIRAO";-25,51654;-49,22588
"0017345";41;410690;"UMS VILA VERDE PSF";"RUA EMILIO ROMANI";"CIDADE INDUSTRIAL";-25,54218;-49,3182
"0017388";41;410690;"UMS TAIZ VIVIANE MACHADO PSF";"RUA GASTAO NATAL SIMONE";"CIDADE INDUSTRIAL";-25,51582;-49,33109
"0017426";41;410690;"UMS VILA DIANA";"RUA RENE DESCARTES";"ABRANCHES";-25,36793;-49,26875
"0017434";41;410690;"UMS VILA ESPERANCA PSF";"RUA CATARATAS DO IGUACU";"ATUBA";-25,38353;-49,198
"0017450";41;410690;"UMS TARUMA PSF";"RUA JOSE VERISSIMO";"BAIRRO ALTO";-25,42378;-49,20184
"0017469";41;410690;"UMS SANTA EFIGENIA";"RUA VOLTAIRE";"BARREIRINHA";-25,37702;-49,25656
"0017477";41;410690;"UMS SANTA CANDIDA";"AV PARANA";"SANTA CANDIDA";-25,37527;-49,22363
"0017493";41;410690;"UMS FERNANDO DE NORONHA";"RUA JOAO MEQUETTI";"SANTA CANDIDA";-25,37673;-49,23812
"0017507";41;410690;"UMS BARREIRINHA";"RUA SANTA GEMA GALGANI";"BARREIRINHA";-25,36408;-49,26338
"0017531";41;410690;"UMS ABAETE";"RUA DELEGADO MIGUEL ZACARIAS";"BOA VISTA";-25,38004;-49,24587
"0017558";41;410690;"UMS VILA LEONICE PSF";"AV ANITA GARIBALDI";"CACHOEIRA";-25,35326;-49,26333
"0017566";41;410765;"UNIDADE DE SAUDE VILA MARLI";"RUA PARAGUAI";"NACOES";-25,6577;-49,30166
"0017590";41;410765;"UNIDADE DE SAUDE EUCALIPTOS";"RUA SERINGUEIRA";"EUCALIPTOS";-25,64797;-49,30102
"0017515";41;410690;"UMS BACACHERI";"AVN ERASTO GAERTNER";"BACACHERI";-25,40098;-49,23932
"0002526";28;280030;"US FRANCISCO FONSECA DEZOITO DO FORTE";"AV ALVARO MARCIEL";"DEZOITE DE FORTE";-10,911;-37,072
"0002623";28;280030;"US WALTER CARDOSO VENEZA";"RUA B";"VENEZA";-10,89425;-37,06523
"0002836";28;280030;"US LAURO DANTAS HORA BUGIO";"RUA PROJETADA";"BUGIO";-10,99455;-37,08697
"0017523";41;410690;"UMS ATUBA";"RUA RIO PELOTAS";"ATUBA";-25,39459;-49,20418
"0017647";41;411320;"CENTRO DE SAUDE DR EUGENIO ALVES GUIMARAES";"RUA MARECHAL FLORIANO PEIXOTO";"CENTRO";-25,76924;-49,72048
"0017736";41;411320;"MARIA LUCIA DA SILVEIRA DIB MANNE";"RUA MARINALDO DO ROCIO CORTES BERGHAUSER";"DIB MANNE";-25,77686;-49,7394
"0017760";41;411320;"CENTRO SOCIAL RURAL MARIENTAL";"RUA NOSSA SENHORA DO PERPETUO SOCORRO";"DISTRITO DA MARIENTA";-25,7148;-49,63698
"0017825";41;411430;"POSTO DE SAUDE OLIMPIO JOSE DA ROCHA";"ESTRADA PRINCIPAL";"ESPIGAO DAS ANTAS";-25,90644;-49,34376
"0011908";32;320530;"UNIDADE BASICA DE SAUDE MARIA ORTIZ";"RUA PROFESSOR RENATO RIBEIRO DOS SANTOS";"MARIA ORTIZ";-20,25709;-40,29836
"0017892";41;411850;"UNIDADE DE SAUDE MORUMBI";"TRAVESSA DOURADO";"MORUMBI";-26,229;-52,671
"0017787";41;411430;"POSTO DE SAUDE ELSIO DE ASSIS";"RUA FRANCISCO DE ASSIS PEREIRA MAGALHAES";"AREIA BRANCA DOS ASS";-25,86668;-49,36996
"0017965";41;411850;"UNIDADE DE SAUDE SAO CRISTOVAO";"RUA XXI DE ABRIL";"SAO CRISTOVAO";-26,229;-52,671
"0017973";41;411850;"UNIDADE DE SAUDE VILA ESPERANCA";"RUA MARCOS PENSO";"VILA ESPERANCA";-26,229;-52,671
"0017981";41;411850;"UNIDADE DE SAUDE SAO JOAO";"RUA SADI BERTOL";"SAO JOAO";-26,229;-52,671
"0018007";41;411850;"UNIDADE DE SAUDE SAO ROQUE DO CHOPIM";"RUA 14 DE SETEMBRO";"SAO ROQUE DO CHOPIM";-26,229;-52,671
"0018015";41;411850;"UNIDADE DE SAUDE PLANALTO";"RUA SAO FRANCISCO DE ASSIS";"PLANALTO";-26,229;-52,671
"0018031";41;411910;"CENTRO DE SAUDE DE PIEN";"RUA BELO HORIZONTE";"CENTRO";-26,09978;-49,42804
"0018074";41;411910;"PS DE TRIGOLANDIA";"RUA SANTO ANDRE";"TRIGOLANDIA";-26,098;-49,429
"0018414";41;411950;"U S JAMES RIBAS MARTINS SAO CRISTOVAO";"RUA HENRIQUE BRUDECK";"SAO CRISTOVAO";-25,44949;-49,04831
"0018422";41;411950;"U S TAKAMI TANO VILA MACEDO";"RUA MANAUS";"VILA MACEDO";-25,4371;-49,09353
"0018449";41;411950;"U S CARLOS JESS JD CAICARA";"RUA BETONEX";"JARDIM CAICARA";-25,45756;-49,15727
"0009237";35;354990;"UBS VILA PAIVA";"RUA JOAO PEDRO DA ROCHA";"VILA PAIVA";-23,1371;-45,90964
"0018481";41;412080;"UNIDADE DE SAUDE BORDA DO CAMPO";"RUA VALETIN ANDREATTA";"BORDA CO CAMPO";-25,39147;-49,03567
"0018503";41;412080;"UNIDADE DE SAUDE SEDE";"RUA ANTONIO THOMAZ BITENCOURT";"CENTRO";-25,36761;-49,07357
"0018511";41;412080;"UNIDADE DE SAUDE JARDIM MENINO DEUS";"RUA CARLOS SBRISSIA";"JARDIM MENINO DEUS";-25,36954;-49,10404
"0020400";26;260290;"USF PAJUCARA";"RUA PAJUCARA";"PONTEZINHA";-8,287;-35,035
"0018538";41;412080;"UNIDADE DE SAUDE CAMPININHA";"ESTRADA DA GRACIOSA";"CAMPINNIHA";-25,35755;-49,02176
"0018236";41;411915;"UNIDADE DE SAUDE DA FAMILIA VARGEM GRANDE";"RUA GUILHERME CEOLIN";"VARGEM GRANDE";-25,445;-49,193
"0014877";41;410580;"CENTRO DE SAUDE MARACANA";"RUA DOS EUCALIPTOS";"MARACANA";-25,36654;-49,18492
"0018651";41;412230;"CASA DE SAUDE DA MULHER E DA CRIANCA";"RUA NICOLAU MADER";"CENTRO";-26,10144;-49,8028
"0018708";41;412230;"ESTRATEGIA SAUDE DA FAMILIA RUBENS ZAGESKI";"VILA SAO JUDAS TADEU";"VILA SAO JUDAS TADEU";-26,11691;-49,77551
"0018724";41;412230;"ESTRATEGIA SAUDE DA FAMILIA ALZIRO ALVES";"RUA ERVINO PAULO WEINSCHUTZ";"ROSEIRA";-26,04137;-49,72204
"0018740";41;412230;"ESTRATEGIA SAUDE DA FAMILIA VEREADOR LUIZ MILCHESKI";"GUILHERME FRANCISCO JOHN";"LAGEADO DOS VIEIRAS";-26,16328;-49,52228
"0018783";41;412230;"ESTRATEGIA SAUDE DA FAMILIA JORGE RICARDO HIRT";"RUA EMILIO VON LINSINGEN";"ESTACAO NOVA";-26,08886;-49,79985
"0018791";41;412550;"UNIDADE DE SAUDE AFONSO PENA";"RUA ANTONIO BIANCHETTI";"AFONSO PENA";-25,50468;-49,17146
"6372082";17;172100;"UNIDADE DE SAUDE DA FAMILIA DEISE DE FATIMA ARAUJO DE PAULA";"ARSE 13 ALAMEDA 02 LOTE 05";"CENTRO";-10,167;-48,333
"0018805";41;412550;"UNIDADE DE SAUDE GUATUPE";"RUA HERMINDA DA ROCHA BARBOSA";"SANTA FE";-25,48408;-49,1505
"0018759";41;412230;"ESTRATEGIA DE SAUDE DA FAMILI EUCLIDES JOSE DE OLIVEIRA BRAZ";"RUA DARCI DE OLIVEIRA BRAZ";"FAZENDINHA";-26,106;-49,798
"0018848";41;412550;"UNIDADE DE SAUDE SAO MARCOS";"RUA AUGUSTO DEBARBA";"SAO MARCOS";-25,60704;-49,17143
"0010227";50;500270;"SESAU UBS JAIR GARCIA DE FREITAS 26 DE AGOSTO";"RUA RUI BARBOSA";"SAO FRANCISCO";-20,44347;-54,61742
"0018961";41;412550;"UNIDADE DE SAUDE MALHADA";"RUA ANTONIO GREBOGI";"COLONIA MALHADA";-25,6631;-49,10044
"0018899";41;412550;"UNIDADE DE SAUDE MORADIAS TREVISAN";"RUA LUIZ ORIDES DA ROCHA";"JD NAIME";-25,56397;-49,19736
"0018937";41;412550;"UNIDADE DE SAUDE BORDA DO CAMPO";"ESTRADA DA ROSEIRA";"BORDA DO CAMPO";-25,53683;-49,0906
"0018953";41;412550;"UNIDADE DE SAUDE MURICI";"RUA JOAO LIPINSKI";"MURICI";-25,58472;-49,13142
"0019097";41;412550;"UNIDADE DE SAUDE CACHOEIRA";"RUA BENJAMIN NEGOSEKI";"CACHOEIRA";-25,60097;-49,24175
"7206968";22;220250;"CINOBILINA GONCALVES DIAS";"POVOADO SERRINHA";"SERRINHA";-9,20504;-43,3319
"0019119";41;412550;"UNIDADE DE SAUDE CAMPINA DO TAQUARAL";"RUA JOSE ZANQUETA FILHO";"CAMPINA DO TAQUARAL";-25,61167;-49,20834
"0018929";41;412550;"UNIDADE DE SAUDE CIDADE JARDIM";"RUA TARCILIO ZOELNER";"CIDADE JARDIM";-25,52785;-49,21143
"0018872";41;412550;"UNIDADE DE SAUDE XINGU";"RUA ILHIO PEDRO GASPARELO";"XINGU";-25,535;-49,206
"9125078";31;311330;"PRESIDIO DE CARANGOLA";"LADEIRA CARLOS GOMES";"CAIXA D AGUA";-20,733;-42,029
"0019275";42;420540;"CS AGRONOMICA";"RUA RUI BARBOSA";"AGRONOMICA";-27,58567;-48,52247
"0019348";42;420540;"CS FAZENDA DO RIO TAVARES";"RODOVIA SC 405";"FAZENDA DO RIO TAVAR";-27,66502;-48,50285
"0019364";42;420540;"CS COSTEIRA DO PIRAJUBAE";"RUA JOAO CANCIO JACQUES";"COST DO PIRAJUBAE";-27,63353;-48,52271
"0019399";42;420540;"CS VILA APARECIDA";"RUA FERMINO COSTA";"COQUEIROS";-27,60581;-48,58529
"0019453";42;420540;"CS BALNEARIO";"AVENIDA SANTA CATARINA";"BALNEARIO";-27,57959;-48,58328
"0019488";42;420540;"CS CAPOEIRAS";"RUA IRMA BONAVITA";"CAPOEIRAS";-27,59705;-48,59723
"0019496";42;420540;"CS SACO DOS LIMOES";"RUA ALDO ALVES";"SACO DOS LIMOES";-27,61541;-48,52703
"0019518";42;420540;"CS SAPE";"TRAV VALDEMAR OSMAR HERMANN";"SAPE";-27,5867;-48,59919
"0019542";42;420540;"CS ABRAAO";"RUA JOAO MEIRELES";"ABRAAO";-27,60366;-48,59598
"0019550";42;420540;"CS NOVO CONTINENTE";"RUA PROFESSOR CLEMENTINO DE BRITO";"CAPOEIRAS";-27,59723;-48,58067
"0019577";42;420540;"CS RIBEIRAO DA ILHA";"RUA JOAO JOSE DAVILA";"RIBEIRAO DA ILHA";-27,59643;-48,54997
"0019585";42;420540;"CS CARIANOS";"R VEREADOR OSVALDO BITTENCOURT";"CARIANOS";-27,66863;-48,53585
"0019615";42;420540;"CS CAMPECHE";"RUA DA CAPELA";"CAMPECHE";-27,68118;-48,49363
"0019658";42;420540;"CS TAPERA";"RUA DAS AREIAS";"TAPERA";-27,68708;-48,56441
"0019666";42;420540;"CS PANTANO DO SUL";"RUA ABELARDO OTACILIO GOMES";"PANTANO DO SUL";-27,78015;-48,50737
"0019712";42;420540;"CS JARDIM ATLANTICO";"ALEIXO ALVES DE SOUZA";"JARDIM ATLANTICO";-27,57959;-48,5982
"0019739";42;420540;"CS PRAINHA";"RUA SILVA JARDIM";"JOSE MENDES";-27,60664;-48,5468
"0019747";42;420540;"CS CAEIRA DA BARRA DO SUL";"RODOVIA BALDICERO FILOMENO";"CAERIA DA BARRA DO S";-27,81158;-48,5588
"0019801";42;420540;"CS MONTE CRISTO";"RUA JOAQUIM NABUCO";"MONTE CRISTO";-27,59273;-48,59177
"0019852";42;420540;"CS MORRO DAS PEDRAS";"RODOVIA SC 406";"MORRO DAS PEDRAS";-27,45474;-48,40468
"0019976";42;420540;"CS COSTA DA LAGOA";"GERAL COSTA DA LAGOA";"COSTA DA LAGOA";-27,56896;-48,46073
"0020036";42;420540;"CS MONTE SERRAT";"RUA NESTOR PASSOS";"CENTRO";-27,59528;-48,54008
"0020087";42;420540;"CS CORREGO GRANDE";"R JOAO PIO DUARTE DA SILVA";"CORREGO GRANDE";-27,6009;-48,50363
"0020311";26;260290;"USF CHARNECA I";"RUA 07";"CHARNECA";-8,28353;-35,02819
"0020338";26;260290;"USF PIRAPAMA";"RUA DA SUDADE";"PIRAPAMA";-8,28894;-35,04433
"0020346";26;260290;"USF ITAPUAMA";"PRAIA DE ITAPUAMA";"ITAPUAMA";-8,287;-35,035
"0020354";26;260290;"USF GAIBU";"AV LAURA CAVALCANTE";"GAIBU";-8,287;-35,035
"0020362";26;260290;"USF SACRAMENTO";"RUA DA ALEGRIA";"PONTEZINHA";-8,287;-35,035
"0020389";26;260290;"USF CHARNEQUINHA";"RUA JOSE PAULO DA CUNHA";"CHARNEQUINHA";-8,287;-35,035
"0020397";26;260290;"USF MANGUEIRA";"RUA BOM SUCESSO";"PONTE DOS CARVALHOS";-8,287;-35,035
"0020478";26;260290;"USF CHARNECA III";"RUA 27";"CHARNECA";-8,28389;-35,0321
"0020486";26;260290;"USF SAO FRANCISCO IV";"RUA 03";"SAO FRANCISCO";-8,28389;-35,0321
"0020508";26;260290;"USF BELA VISTA II";"RUA 96";"BELA VISTA";-8,28353;-35,02819
"0018686";41;412230;"ESTRATEGIA SAUDE DA FAMILIA ANTONIO ABDALA JOSE";"RUA RODOLFO ALOIS PFEFFER";"ALTO";-26,08771;-49,7672
